DocumentTitle,DocumentType,CustomerName,OrgName,CreatedDate,DocumentCategoryName,DocumentSubCategoryName,SubDocumentCategoryName
Kids cold Medicine software,Kids cold Medicine software,Thrishal,Akshaya Medicare,3/2/2017 4:59:55 AM,Generic medicins,Kids Medicine,Kids
Kids cold Medicine software,Kids cold Medicine software,Mani,Akshaya Medicare,3/1/2017 12:40:47 AM,Generic medicins,Kids Medicine,Kids
Kids cold Medicine software,Kids cold Medicine software,dvvdf,Akshaya Medicare,2/28/2017 11:31:03 PM,Generic medicins,Kids Medicine,Kids
Kids cold Medicine software,Kids cold Medicine software,Thrishal,Akshaya Medicare,2/28/2017 10:54:06 PM,Generic medicins,Kids Medicine,Kids
Kids cold Medicine software,Kids cold Medicine software,Mani,Akshaya Medicare,2/28/2017 2:42:24 AM,Generic medicins,Kids Medicine,Kids
Kids cold Medicine software,Kids cold Medicine software,Mani,Akshaya Medicare,2/28/2017 1:11:06 AM,Generic medicins,Kids Medicine,Kids
Kids cold Medicine software,Kids cold Medicine software,Mani,Akshaya Medicare,2/28/2017 1:04:43 AM,Generic medicins,Kids Medicine,Kids
Kids cold Medicine software,Kids cold Medicine software,Mani,Akshaya Medicare,2/28/2017 12:58:21 AM,Generic medicins,Kids Medicine,Kids
Kids cold Medicine software,Kids cold Medicine software,Thrishal,Akshaya Medicare,2/27/2017 5:56:17 AM,Generic medicins,Kids Medicine,Kids
Kids cold Medicine,Kids cold Medicine,Ameya,Akshaya Medicare,2/22/2017 10:26:04 PM,Generic medicins,Kids Medicine,Kids
Kids cold Medicine,Kids cold Medicine,Chiru,Akshaya Medicare,2/22/2017 10:25:09 PM,Generic medicins,Kids Medicine,Kids
Kids cold Medicine,Kids cold Medicine,Chiru,Akshaya Medicare,2/22/2017 10:23:59 PM,Generic medicins,Kids Medicine,Kids
Kids cold Medicine,Kids cold Medicine,Ameya,Akshaya Medicare,2/22/2017 10:22:39 PM,Generic medicins,Kids Medicine,Kids
